college,state,year,round,quota,category,gender,closing_rank
Bangalore Medical College and Research Institute Bangalore,Karnataka,2025,Round 1,State Quota,General,All,1713
Bangalore Medical College and Research Institute Bangalore,Karnataka,2025,Round 2,State Quota,General,All,2964
Bangalore Medical College and Research Institute Bangalore,Karnataka,2025,Mop-up Round,State Quota,General,All,3735
"Shri Atal Bihari Vajpayee, Bangaluru",Karnataka,2025,Round 1,State Quota,General,All,5379
"Shri Atal Bihari Vajpayee, Bangaluru",Karnataka,2025,Round 2,State Quota,General,All,10979
"Shri Atal Bihari Vajpayee, Bangaluru",Karnataka,2025,Mop-up Round,State Quota,General,All,25399
"Kasturba Medical College, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,4321
"Kasturba Medical College, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,7248
"Mysore Medical College, Mysore",Karnataka,2025,Round 1,State Quota,General,All,6633
"Mysore Medical College, Mysore",Karnataka,2025,Round 2,State Quota,General,All,11721
"Mysore Medical College, Mysore",Karnataka,2025,Mop-up Round,State Quota,General,All,21374
"ESI&PG, Medical College, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,10818
"ESI&PG, Medical College, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,17193
MS Ramaiah Medical College Bangalore,Karnataka,2025,Round 1,State Quota,General,All,9641
MS Ramaiah Medical College Bangalore,Karnataka,2025,Round 2,State Quota,General,All,13788
MS Ramaiah Medical College Bangalore,Karnataka,2025,Mop-up Round,State Quota,General,All,30887
"JSS Medical College, Mysore",Karnataka,2025,Round 1,State Quota,General,All,9720
"JSS Medical College, Mysore",Karnataka,2025,Round 2,State Quota,General,All,16521
"Karnataka Institute of MS, Hubli",Karnataka,2025,Round 1,State Quota,General,All,8520
"Karnataka Institute of MS, Hubli",Karnataka,2025,Round 2,State Quota,General,All,13974
"Mandya Institute of MS, Mandya",Karnataka,2025,Round 1,State Quota,General,All,13371
"Mandya Institute of MS, Mandya",Karnataka,2025,Round 2,State Quota,General,All,23456
"Mandya Institute of MS, Mandya",Karnataka,2025,Mop-up Round,State Quota,General,All,43259
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,13766
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,21569
"Father Mullers, Inst of MS, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,14661
"Father Mullers, Inst of MS, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,18767
"Vijayanagar Institute of MS, Bellary",Karnataka,2025,Round 1,State Quota,General,All,16138
"Vijayanagar Institute of MS, Bellary",Karnataka,2025,Round 2,State Quota,General,All,25481
"Hassan Institute of MS, Hassan",Karnataka,2025,Round 1,State Quota,General,All,15475
"Hassan Institute of MS, Hassan",Karnataka,2025,Round 2,State Quota,General,All,28575
"Belagavi Institute of MS, Belagavi",Karnataka,2025,Round 1,State Quota,General,All,19323
"Belagavi Institute of MS, Belagavi",Karnataka,2025,Round 2,State Quota,General,All,25269
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,17923
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,30240
"Shimoga Institute of MS, Shimoga",Karnataka,2025,Round 1,State Quota,General,All,16682
"Shimoga Institute of MS, Shimoga",Karnataka,2025,Round 2,State Quota,General,All,23125
"Gulbarga Institute of MS, Gulbarga",Karnataka,2025,Round 1,State Quota,General,All,26860
"Gulbarga Institute of MS, Gulbarga",Karnataka,2025,Round 2,State Quota,General,All,34822
"ESIC Medical College, Gulbarga",Karnataka,2025,Round 1,State Quota,General,All,18462
"ESIC Medical College, Gulbarga",Karnataka,2025,Round 2,State Quota,General,All,24788
"K S Hegde, Medical College, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,20793
"K S Hegde, Medical College, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,36221
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,23140
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,30846
"Chamrajanagar Institute of MS, Chamrajanagar",Karnataka,2025,Round 1,State Quota,General,All,29921
"Chamrajanagar Institute of MS, Chamrajanagar",Karnataka,2025,Round 2,State Quota,General,All,43844
"SDM Medical College, Dharwad",Karnataka,2025,Round 1,State Quota,General,All,24830
"SDM Medical College, Dharwad",Karnataka,2025,Round 2,State Quota,General,All,41586
"JJM Medical College, Davangere",Karnataka,2025,Round 1,State Quota,General,All,21328
"JJM Medical College, Davangere",Karnataka,2025,Round 2,State Quota,General,All,38579
"Gadag Institute of MS, Gadag",Karnataka,2025,Round 1,State Quota,General,All,27138
"Gadag Institute of MS, Gadag",Karnataka,2025,Round 2,State Quota,General,All,36776
"Raichur Institute of MS, Raichur",Karnataka,2025,Round 1,State Quota,General,All,27347
"Raichur Institute of MS, Raichur",Karnataka,2025,Round 2,State Quota,General,All,33558
"Bidar Institute of MS, Bidar",Karnataka,2025,Round 1,State Quota,General,All,27570
"Bidar Institute of MS, Bidar",Karnataka,2025,Round 2,State Quota,General,All,42824
"Bidar Institute of MS, Bidar",Karnataka,2025,Mop-up Round,State Quota,General,All,63877
"A.J. Institute of MS, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,28869
"A.J. Institute of MS, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,44470
"A.J. Institute of MS, Mangalore",Karnataka,2025,Mop-up Round,State Quota,General,All,53686
"Koppal Inst of MS, Koppal",Karnataka,2025,Round 1,State Quota,General,All,34205
"Koppal Inst of MS, Koppal",Karnataka,2025,Round 2,State Quota,General,All,35271
"Chikkaballapura Inst Of Medical Sciences, Chikkaballapura",Karnataka,2025,Round 1,State Quota,General,All,37522
"Chikkaballapura Inst Of Medical Sciences, Chikkaballapura",Karnataka,2025,Round 2,State Quota,General,All,54946
"PES University Institute of MSR, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,34808
"PES University Institute of MSR, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,49367
Dr BR Ambedkar MC Bangalore,Karnataka,2025,Round 1,State Quota,General,All,37022
Dr BR Ambedkar MC Bangalore,Karnataka,2025,Round 2,State Quota,General,All,54212
Kodagu Inst of Medical Sciences Kodagu,Karnataka,2025,Round 1,State Quota,General,All,35975
Kodagu Inst of Medical Sciences Kodagu,Karnataka,2025,Round 2,State Quota,General,All,52863
"Yenepoya Medical College, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,36433
"Yenepoya Medical College, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,42727
Chikkamagaluru Inst of Medical Science,Karnataka,2025,Round 1,State Quota,General,All,32054
Chikkamagaluru Inst of Medical Science,Karnataka,2025,Round 2,State Quota,General,All,46039
Chikkamagaluru Inst of Medical Science,Karnataka,2025,Mop-up Round,State Quota,General,All,62220
"Dr Chandramma Dayanand Sagar Inst of MS, Hubli",Karnataka,2025,Round 1,State Quota,General,All,38350
"Dr Chandramma Dayanand Sagar Inst of MS, Hubli",Karnataka,2025,Round 2,State Quota,General,All,56577
"Haveri Inst of Medical Sciences, Haveri",Karnataka,2025,Round 1,State Quota,General,All,38243
"Haveri Inst of Medical Sciences, Haveri",Karnataka,2025,Round 2,State Quota,General,All,56771
"SS Institute of MS, Davangere",Karnataka,2025,Round 1,State Quota,General,All,39430
"SS Institute of MS, Davangere",Karnataka,2025,Round 2,State Quota,General,All,57557
"SS Institute of MS, Davangere",Karnataka,2025,Mop-up Round,State Quota,General,All,97575
"Adichunchanagiri, Institute of Medical Sciences, Bellur",Karnataka,2025,Round 1,State Quota,General,All,39050
"Adichunchanagiri, Institute of Medical Sciences, Bellur",Karnataka,2025,Round 2,State Quota,General,All,49919
"MVJ Medical College, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,33631
"MVJ Medical College, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,55045
"MVJ Medical College, Bangalore",Karnataka,2025,Mop-up Round,State Quota,General,All,79096
"Yadgiri Inst of Medical Science,Yadgiri",Karnataka,2025,Round 1,State Quota,General,All,43784
"Yadgiri Inst of Medical Science,Yadgiri",Karnataka,2025,Round 2,State Quota,General,All,53842
"Chitradurga Medical College, Chitradurga",Karnataka,2025,Round 1,State Quota,General,All,39920
"Chitradurga Medical College, Chitradurga",Karnataka,2025,Round 2,State Quota,General,All,59126
"Chitradurga Medical College, Chitradurga",Karnataka,2025,Mop-up Round,State Quota,General,All,73823
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Round 1,State Quota,General,All,54131
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Round 2,State Quota,General,All,75323
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Mop-up Round,State Quota,General,All,109692
"Sapthagiri Institute of MS, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,39505
"Sapthagiri Institute of MS, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,67695
"Sapthagiri Institute of MS, Bangalore",Karnataka,2025,Mop-up Round,State Quota,General,All,97964
"East Point College, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,57330
"East Point College, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,81108
"East Point College, Bangalore",Karnataka,2025,Mop-up Round,State Quota,General,All,115492
Sri Madhusudan Sai Inst of Medical Sc.,Karnataka,2025,Round 1,State Quota,General,All,49038
Sri Madhusudan Sai Inst of Medical Sc.,Karnataka,2025,Round 2,State Quota,General,All,62494
"St John Medical College, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,15208
"St John Medical College, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,20905
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,94206
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,102191
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,94515
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Stray Round,Management Quota,General,All,133895
"Father Mullers, Inst of MS, Mangalore",Karnataka,2025,Round 1,Management Quota,General,All,76027
"Father Mullers, Inst of MS, Mangalore",Karnataka,2025,Round 2,Management Quota,General,All,85575
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,54224
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,73791
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,94170
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,93235
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,114429
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,123056
Dr BR Ambedkar MC Bangalore,Karnataka,2025,Round 1,Management Quota,General,All,110784
Dr BR Ambedkar MC Bangalore,Karnataka,2025,Round 2,Management Quota,General,All,122891
"JJM Medical College, Davangere",Karnataka,2025,Round 1,Management Quota,General,All,88535
"JJM Medical College, Davangere",Karnataka,2025,Round 2,Management Quota,General,All,117746
"JJM Medical College, Davangere",Karnataka,2025,Mop-up Round,Management Quota,General,All,102156
"A.J. Institute of MS, Mangalore",Karnataka,2025,Round 1,Management Quota,General,All,91318
"A.J. Institute of MS, Mangalore",Karnataka,2025,Round 2,Management Quota,General,All,120555
"A.J. Institute of MS, Mangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,136837
"MVJ Medical College, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,85898
"MVJ Medical College, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,118527
"MVJ Medical College, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,104151
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Round 1,Management Quota,General,All,100889
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Round 2,Management Quota,General,All,128077
"SS Institute of MS, Davangere",Karnataka,2025,Round 1,Management Quota,General,All,95057
"SS Institute of MS, Davangere",Karnataka,2025,Round 2,Management Quota,General,All,115427
"SS Institute of MS, Davangere",Karnataka,2025,Mop-up Round,Management Quota,General,All,135844
"Siddaganga Medical College, Tumakur",Karnataka,2025,Round 1,Management Quota,General,All,96885
"Siddaganga Medical College, Tumakur",Karnataka,2025,Round 2,Management Quota,General,All,133337
"Siddaganga Medical College, Tumakur",Karnataka,2025,Mop-up Round,Management Quota,General,All,116078
"The Oxford Medical College, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,92337
"The Oxford Medical College, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,112033
"The Oxford Medical College, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,92182
"Subbaiah Inst of Med Sciences, Shimoga",Karnataka,2025,Round 1,Management Quota,General,All,96974
"Subbaiah Inst of Med Sciences, Shimoga",Karnataka,2025,Round 2,Management Quota,General,All,132645
"Subbaiah Inst of Med Sciences, Shimoga",Karnataka,2025,Mop-up Round,Management Quota,General,All,127155
"Akash Institute of MS, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,90515
"Akash Institute of MS, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,115190
"East Point Medical College, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,110840
"East Point Medical College, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,144398
"East Point Medical College, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,127787
"S R Patil Medical College Hospital and Research Center,Badagandi,BAGALKOT",Karnataka,2025,Round 1,Management Quota,General,All,100550
"S R Patil Medical College Hospital and Research Center,Badagandi,BAGALKOT",Karnataka,2025,Round 2,Management Quota,General,All,112864
Srinivasa Institute of Medical Research Center Srinivas Nagar Mangalore,Karnataka,2025,Round 1,Management Quota,General,All,108565
Srinivasa Institute of Medical Research Center Srinivas Nagar Mangalore,Karnataka,2025,Round 2,Management Quota,General,All,240027
"St. John's Medical College, Bangalore (Chrishtian Minority)",Karnataka,2025,Round 1,AIQ,General,All,10265
"St. John's Medical College, Bangalore (Chrishtian Minority)",Karnataka,2025,Round 2,AIQ,General,All,14923
"Kempegowda Institute of Medical Sciences, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,38122
"Kempegowda Institute of Medical Sciences, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,52749
"Kempegowda Institute of Medical Sciences, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,45236
"Vydehi Institute Of Med Sci & R. Centre, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,37500
"Vydehi Institute Of Med Sci & R. Centre, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,46186
"Father Mullers Medical College, Mangalore",Karnataka,2025,Round 1,AIQ,General,All,40100
"Father Mullers Medical College, Mangalore",Karnataka,2025,Round 2,AIQ,General,All,48270
"Dr. B.R. Ambedkar Medical College, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,48597
"Dr. B.R. Ambedkar Medical College, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,56676
"Dr. B.R. Ambedkar Medical College, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,62783
"BGS Global Institute of Medical Sciences, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,47432
"BGS Global Institute of Medical Sciences, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,58659
"BGS Global Institute of Medical Sciences, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,52101
"A J Institute of Med Sci & Research Centre, Mangalore",Karnataka,2025,Round 1,AIQ,General,All,59008
"A J Institute of Med Sci & Research Centre, Mangalore",Karnataka,2025,Round 2,AIQ,General,All,65342
"A J Institute of Med Sci & Research Centre, Mangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,69270
"JJM Medical College, Davangere",Karnataka,2025,Round 1,AIQ,General,All,85329
"JJM Medical College, Davangere",Karnataka,2025,Round 2,AIQ,General,All,99110
"JJM Medical College, Davangere",Karnataka,2025,Mop-up Round,AIQ,General,All,94282
"MVJ Medical College and Research Hospital, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,64979
"MVJ Medical College and Research Hospital, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,89779
"MVJ Medical College and Research Hospital, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,88753
"Akash Institute of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,76124
"Akash Institute of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,89374
"Akash Institute of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,89377
"The Oxford Medical College, Hospital & Research Centre, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,81931
"The Oxford Medical College, Hospital & Research Centre, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,113197
"The Oxford Medical College, Hospital & Research Centre, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,89955
"SS Institute of Medical Sciences& Research Centre, Davangere",Karnataka,2025,Round 1,AIQ,General,All,59274
"SS Institute of Medical Sciences& Research Centre, Davangere",Karnataka,2025,Round 2,AIQ,General,All,80567
"SS Institute of Medical Sciences& Research Centre, Davangere",Karnataka,2025,Mop-up Round,AIQ,General,All,92800
"SS Institute of Medical Sciences& Research Centre, Davangere",Karnataka,2025,Stray Round,AIQ,General,All,67604
"Mahadevappa Rampure Medical College, Kalaburagi, Gulbarga",Karnataka,2025,Round 1,AIQ,General,All,67259
"Mahadevappa Rampure Medical College, Kalaburagi, Gulbarga",Karnataka,2025,Round 2,AIQ,General,All,89034
"Mahadevappa Rampure Medical College, Kalaburagi, Gulbarga",Karnataka,2025,Mop-up Round,AIQ,General,All,98652
"East Point College of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,87143
"East Point College of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,99963
"East Point College of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,112920
"Kanachur Institute of Medical Sciences, Mangalore (Muslim Minority)",Karnataka,2025,Round 1,AIQ,General,All,98309
"Kanachur Institute of Medical Sciences, Mangalore (Muslim Minority)",Karnataka,2025,Round 2,AIQ,General,All,134082
"Kanachur Institute of Medical Sciences, Mangalore (Muslim Minority)",Karnataka,2025,Mop-up Round,AIQ,General,All,123529
"Al-Ameen Medical College,Bijapur (Muslim Minority)",Karnataka,2025,Round 1,AIQ,General,All,97930
"Al-Ameen Medical College,Bijapur (Muslim Minority)",Karnataka,2025,Round 2,AIQ,General,All,117482
"Al-Ameen Medical College,Bijapur (Muslim Minority)",Karnataka,2025,Mop-up Round,AIQ,General,All,133702
"Siddaganga Medical College and Research Institute, Tumakuru",Karnataka,2025,Round 1,AIQ,General,All,111460
"Siddaganga Medical College and Research Institute, Tumakuru",Karnataka,2025,Round 2,AIQ,General,All,110622
"Siddaganga Medical College and Research Institute, Tumakuru",Karnataka,2025,Mop-up Round,AIQ,General,All,104009
"M S Ramaiah Medical College, Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,80347
"M S Ramaiah Medical College, Bangalore (Private University)",Karnataka,2025,Round 2,AIQ,General,All,126847
"Farookh Academy of Medical Education Hospital and Research Institute, Hunsur Taluk, Mysore District",Karnataka,2025,Round 2,AIQ,General,All,143762
"Farookh Academy of Medical Education Hospital and Research Institute, Hunsur Taluk, Mysore District",Karnataka,2025,Mop-up Round,AIQ,General,All,160817
"Farookh Academy of Medical Education Hospital and Research Institute, Hunsur Taluk, Mysore District",Karnataka,2025,Stray Round,AIQ,General,All,187256
"S. Nijalingappa Medical College & HSK Hosp & Research Centre, Bagalkot",Karnataka,2025,Round 1,AIQ,General,All,95754
"S. Nijalingappa Medical College & HSK Hosp & Research Centre, Bagalkot",Karnataka,2025,Round 2,AIQ,General,All,105199
"S. Nijalingappa Medical College & HSK Hosp & Research Centre, Bagalkot",Karnataka,2025,Mop-up Round,AIQ,General,All,98215
"S. Nijalingappa Medical College & HSK Hosp & Research Centre, Bagalkot",Karnataka,2025,Stray Round,AIQ,General,All,116202
"Sri Basaveswara Medical College and Hospital, Chitradurga",Karnataka,2025,Round 1,AIQ,General,All,77907
"Sri Basaveswara Medical College and Hospital, Chitradurga",Karnataka,2025,Round 2,AIQ,General,All,101542
"Sri Basaveswara Medical College and Hospital, Chitradurga",Karnataka,2025,Mop-up Round,AIQ,General,All,111102
"Subbaiah Institute of Medical Sciences, Shimoga",Karnataka,2025,Round 1,AIQ,General,All,96340
"Subbaiah Institute of Medical Sciences, Shimoga",Karnataka,2025,Round 2,AIQ,General,All,98462
"Subbaiah Institute of Medical Sciences, Shimoga",Karnataka,2025,Mop-up Round,AIQ,General,All,110623
"Subbaiah Institute of Medical Sciences, Shimoga",Karnataka,2025,Stray Round,AIQ,General,All,130952
"Shridevi Institute of Medical Sciences & Research Hospital, Tumkur",Karnataka,2025,Round 1,AIQ,General,All,87786
"Shridevi Institute of Medical Sciences & Research Hospital, Tumkur",Karnataka,2025,Round 2,AIQ,General,All,102606
"Shridevi Institute of Medical Sciences & Research Hospital, Tumkur",Karnataka,2025,Mop-up Round,AIQ,General,All,104579
"Navodaya Medical College, Raichur",Karnataka,2025,Round 1,AIQ,General,All,96342
"Navodaya Medical College, Raichur",Karnataka,2025,Round 2,AIQ,General,All,106976
"K V G Medical College, Sullia, Mangalore",Karnataka,2025,Round 1,AIQ,General,All,108737
"K V G Medical College, Sullia, Mangalore",Karnataka,2025,Round 2,AIQ,General,All,129988
"K V G Medical College, Sullia, Mangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,126604
"K V G Medical College, Sullia, Mangalore",Karnataka,2025,Stray Round,AIQ,General,All,133163
"Sri Chamundeshwari Medical College Hospital & Research Institute, Bangalore Mysore",Karnataka,2025,Round 1,AIQ,General,All,73129
"Sri Chamundeshwari Medical College Hospital & Research Institute, Bangalore Mysore",Karnataka,2025,Round 2,AIQ,General,All,90892
"Sri Chamundeshwari Medical College Hospital & Research Institute, Bangalore Mysore",Karnataka,2025,Mop-up Round,AIQ,General,All,101709
"S R Patil Medical College, Bagalkot",Karnataka,2025,Round 1,AIQ,General,All,77010
"S R Patil Medical College, Bagalkot",Karnataka,2025,Round 2,AIQ,General,All,101357
"S R Patil Medical College, Bagalkot",Karnataka,2025,Mop-up Round,AIQ,General,All,113257
"Khaja Bandanawaz University - Faculty of Medical Sciences, Gulbarga (Private University)(Muslim Minority)",Karnataka,2025,Round 1,AIQ,General,All,116216
"Khaja Bandanawaz University - Faculty of Medical Sciences, Gulbarga (Private University)(Muslim Minority)",Karnataka,2025,Round 2,AIQ,General,All,151694
"Khaja Bandanawaz University - Faculty of Medical Sciences, Gulbarga (Private University)(Muslim Minority)",Karnataka,2025,Mop-up Round,AIQ,General,All,168012
"SDM College of Medical Sciences & Hospital, Sattur, Dharwad (Private University)",Karnataka,2025,Round 1,AIQ,General,All,100767
"SDM College of Medical Sciences & Hospital, Sattur, Dharwad (Private University)",Karnataka,2025,Round 2,AIQ,General,All,116427
"SDM College of Medical Sciences & Hospital, Sattur, Dharwad (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,121551
"Sri Madhusudan Sai Inst. Of Medical Sciences & Research, Chikkbelapur (Private University)",Karnataka,2025,Round 1,AIQ,General,All,207506
"Sri Madhusudan Sai Inst. Of Medical Sciences & Research, Chikkbelapur (Private University)",Karnataka,2025,Round 2,AIQ,General,All,244248
"Sri Madhusudan Sai Inst. Of Medical Sciences & Research, Chikkbelapur (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,266509
"PES University ,Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,142988
"PES University ,Bangalore (Private University)",Karnataka,2025,Round 2,AIQ,General,All,184952
"PES University ,Bangalore (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,182863
"Sapthagiri Institute of Medical Sciences & Research Centre, Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,214821
"Sapthagiri Institute of Medical Sciences & Research Centre, Bangalore (Private University)",Karnataka,2025,Round 2,AIQ,General,All,295575
"Sapthagiri Institute of Medical Sciences & Research Centre, Bangalore (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,299101
"BGS Medical College, Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,216685
"BGS Medical College, Bangalore (Private University)",Karnataka,2025,Round 2,AIQ,General,All,250862
"BGS Medical College, Bangalore (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,282888
"Dr. Chandramma Dayananda Sagar Instt. of Medical Education & Research, Harohalli, Hubli (Private University)",Karnataka,2025,Round 1,AIQ,General,All,168087
"Dr. Chandramma Dayananda Sagar Instt. of Medical Education & Research, Harohalli, Hubli (Private University)",Karnataka,2025,Round 2,AIQ,General,All,210018
"Dr. Chandramma Dayananda Sagar Instt. of Medical Education & Research, Harohalli, Hubli (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,179195
Adichunchanagiri Institute of Medical Sciences Bellur (Private University),Karnataka,2025,Round 1,AIQ,General,All,181856
Adichunchanagiri Institute of Medical Sciences Bellur (Private University),Karnataka,2025,Round 2,AIQ,General,All,193318
Adichunchanagiri Institute of Medical Sciences Bellur (Private University),Karnataka,2025,Mop-up Round,AIQ,General,All,185156
"Srinivasa Institute of Medical Research Centre, Srinivasnagar, Mangalore",Karnataka,2025,Round 1,AIQ,General,All,162556
"Srinivasa Institute of Medical Research Centre, Srinivasnagar, Mangalore",Karnataka,2025,Round 2,AIQ,General,All,246853
"Srinivasa Institute of Medical Research Centre, Srinivasnagar, Mangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,315848
"Hasan Institute of Medical Sciences, Hasan",Karnataka,2025,Round 1,AIQ,General,All,203637
"Vijaynagar Institute of Medical Sciences, Bellary",Karnataka,2025,Round 1,AIQ,General,All,390516
"Gulbarga Institute of Medical Sciences, Gulbarga",Karnataka,2025,Round 1,AIQ,General,All,166247
"MS Ramaiah Medical College, Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,397267
Chikkballapura Institute Of Medical Sciences,Karnataka,2025,Round 1,AIQ,General,All,208672
Sri Madhusudan Sai Institute of Medical Sciences and Research,Karnataka,2025,Round 1,AIQ,General,All,240958
"Raichur Institute of Medical Sciences, Raichur",Karnataka,2025,Round 1,AIQ,General,All,295390
"Father Mullers Medical College, Mangalore ( Christian Minority)",Karnataka,2025,Round 1,AIQ,General,All,359654
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,2025,Round 1,AIQ,General,All,426978
"Dr BR Ambedkar Medical College, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,469276
"Siddaganga Medical College and Research Institute, Tumakuru",Karnataka,2025,Round 1,AIQ,General,All,344980
"SDM College of Medical Sciences & Hospital, Sattur, Dharwad (Tulu Minority)",Karnataka,2025,Round 1,AIQ,General,All,346951
"Bidar Institute of Medical Sciences, Bidar",Karnataka,2025,Round 1,AIQ,General,All,438279
"Hassan Institute of MS, Hassan",Karnataka,2025,Mop-up Round,NRI,NRI,All,366869
Vijayanagar Institute of Medical Sc Bellary,Karnataka,2025,Round 2,NRI,NRI,All,309196
"SS Institute of MS, Davangere",Karnataka,2025,Round 1,NRI,NRI,All,376315
"Sri Madhusudan Sai Inst of MS,",Karnataka,2025,Round 1,NRI,NRI,All,378430
"Shri Atal Bihari Vajpayee, Bangaluru",Karnataka,2025,Round 2,NRI,NRI,All,339264
"Smt. N.H.L.Municipal Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,General,All,63229
"Smt. N.H.L.Municipal Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,EWS,All,74195
